fein,employer_name,lca_count,certified_count,worksite_cities
87-3065408,Ni2 Health Inc.,1,1,Chicago
87-3061878,Sira Soft Solutions Inc,1,1,Northbrook
87-2928157,Home Depot Management Company LLC,1,1,Chicago
87-2801760,SHINYRISE PLLC,1,1,Chicago
87-2801578,SASInfo Inc,1,1,Northfield
87-2759309,MPowered Capital LLC,1,1,Chicago
87-2335443,ABCS INSIGHTS INC,1,1,Hoffman Estates
87-2328973,Cleversmiths Inc,1,1,Chicago
87-1933592,Trina Energy Storage Solutions US Inc.,1,1,Chicago
87-1814584,"Haus Analytics, Inc",1,1,CHICAGO
87-1645753,"tastylive, Inc.",1,1,Chicago
87-1604706,ORACLE ROBOTICS CORP,1,1,CHICAGO
87-1451618,XDC Global,1,1,Schaumburg
87-1353108,Eisner Advisory Group LLC,1,1,Elgin
87-0969637,RUTECH INC.,1,1,Chicago
87-0789899,SoftPath Technologies LLC,1,1,Arlington Heights
87-0660875,"Conservice, LLC",1,1,Chicago
86-3936742,"Kimberly-Clark USA, LLC",1,1,Chicago
86-3872888,Nile Group,1,1,Chicago
86-3752654,Kok & Jing LLC,1,1,Chicago
86-3594930,TeckFortune Inc,1,1,Schaumburg
86-3459489,XPAND IT SOLUTIONS INC,1,1,Chicago
86-3322102,Alphaton Technologies LLC,1,1,Oakbrook Terrace
86-3242765,Virtuous Tech Inc,1,1,Prospect Heights
86-3210964,EVERLAKE SERVICES COMPANY,1,1,Northbrook
86-3193490,Tekaccel Inc,1,1,Chicago
86-3192623,RACKERA INC,1,1,Wheeling
86-3148950,Pyrovio LLC,1,1,Chicago
86-2880397,Simply E&C Corporation,1,1,Chicago
86-2625038,"The Law Office of Cash Fazal, PLLC",1,0,Remote
86-2587584,"Toasty Video, LLC",1,1,Chicago
86-2336396,WAL LAYL LLC,1,1,DES PLAINES
86-2281127,TEK AI LLC,1,1,Schaumburg
86-2254215,Temperature Equipment Corp Distribution LLC,1,1,Lansing
86-2198750,UncommonX Inc.,1,1,Chicago
86-2184902,Logik.io Inc.,1,1,Wheeling
86-2055283,Claritas Rx Inc.,1,1,Chicago
86-1943786,Savvients Inc,1,1,Chicago
86-1921073,"Quber, Inc.",1,1,Rosemont
86-1831038,"CSCGH Shared Services, LLC",1,1,Chicago
86-1751082,Lumera Inc,1,1,Chicago
86-1626552,SECURE SOURCE AMERICA LLC,1,1,Lemont
86-1601721,Hope Diagnostic and Wellness Center,1,1,Hickory Hills
86-1465743,BBM America LLC,1,1,Chicago
86-1442615,Sol Psychology,1,1,Chicago
86-1439786,Cloud9Tech LLC,1,1,Chicago
86-1377241,"Cognine, Inc.",1,1,Schaumburg
86-1166603,Pristine Embed Technologies Inc.,1,1,Chicago
86-1118383,"Cinergy Technology, Inc",1,1,Chicago
86-1060535,"Mannheim Medical Associates, Ltd.",1,1,Franklin Park
86-1052604,COREY DUNNE PC,1,1,CHICAGO
86-0873742,Perennial Management Corporation,1,1,Chicago
86-0858894,"Malla Systems, Inc.",1,1,Chicago
86-0832529,"Troon Golf, LLC",1,1,Chicago
86-0652659,PSEMI CORPORATION,1,1,Arlington Heights
86-0138899,"Best Western International, Inc.",1,1,Prospect Heights
86-0121436,CHANEN CONSTRUCTION COMPANY INC,1,1,Chicago
85-4227974,Sinfralogix LLC,1,1,Chicago
85-4183920,NUBUSTECHNO INC,1,1,ROSELLE
85-4104405,ZENVIRO TECH US INC,1,1,HOFFMAN ESTATES
85-3889088,TROVA AI INC.,1,1,CHICAGO
85-3652472,OREMDA INFOTECH INC.,1,1,CHICAGO
85-3474212,Vikash Huliyar DDS MS PLLC,1,1,Chicago
85-3379818,Founders Law LLC,1,1,Chicago
85-3355112,"Xadel IT, INC.",1,1,Des Plaines
85-3297447,Vantage Services LLC,1,1,Chicago
85-3124915,GURU CONSULTING SERVICES LLC,1,1,CHICAGO
85-3118461,Dental Care Center Justice LLC,1,1,Justice
85-3096356,"Infinity Tax Solutions, Inc.",1,1,Hoffman Estates
85-2962942,Universal Processing Chicago LLC,1,1,Chicago
85-2695972,"Savvi AI, Inc.",1,1,Chicago
85-2494708,SBAS IT SYSTEMS INC,1,1,SCHAUMBURG
85-2438118,Exeliq Reality LLC,1,1,Schaumburg
85-2429621,Acetech Group Corporation,1,1,Chicago
85-2407580,"Rishi Productions, LLC",1,1,Lynwood
85-2367424,"Hydy, Inc.",1,1,Chicago
85-2039256,Recidiviz Inc.,1,1,Chicago
85-1930916,Atruz Solutions LLC,1,1,ROSEMONT
85-1708316,TechForce Staffing Inc.,1,1,Chicago
85-1674592,Otis Technology LLC,1,1,Chicago
85-1611322,Volto Consulting & Services LLC,1,1,Schaumburg
85-1176161,"Argano, LLC",1,1,Chicago
85-1131109,Marshall Trans Inc.,1,1,Willow Springs
85-1011936,"Synergy Works Group, LLC.",1,1,Chicago
85-0999036,My Wisconsin Dental,1,1,Arlington Heights
85-0948843,Rain Corporation,1,1,Chicago
85-0855127,"American Industrial Transport, Inc.",1,1,Chicago
85-0756268,RELIANT FUND SERVICES LLC,1,1,DES PLAINES
85-0745997,MG Cloud Technologies LLC,1,1,Chicago
85-0614670,HND Solutions LLC,1,1,Chicago
85-0576469,FRANKLAR TECHNOLOGIES LLC,1,1,Northbrook
84-5043306,NewCold USA Services LLC,1,1,Chicago
84-4952044,"FIRMINIQ, Inc",1,1,Hoffman Estates
84-4790748,Tequity Partners LLC,1,1,Chicago
84-4781570,Accelerated Global Solutions Inc.,1,1,Elk Grove Village
84-4711015,Paul Anthony,1,1,Chicago
84-4636219,"Zenblen, Inc.",1,1,Chicago
84-4629034,Lumi Minds Inc,1,1,Naperville
84-4622199,Estia Management Co,1,1,Chicago
84-4515365,Innover Global Inc,1,1,Chicago
84-4490805,Magma Capital Management LLC,1,1,Chicago
84-4449552,"TekInsta, Inc.",1,1,Chicago
84-4368512,CSI 3000 Transport Corp.,1,1,Cicero
84-4169233,Fer Surveying Inc,1,1,Mount Prospect
84-4120116,WEST LOOP STRATEGY LLC,1,1,Chicago
84-4120020,Pageone Systems Inc.,1,1,Arlington Heights
84-4051565,SANAV TECHNOLOGIES LLC,1,1,CHICAGO
84-4001809,America Leader Electric Appliance Inc,1,1,Schaumburg
84-3965623,Pacific Construction Services LLC,1,1,Chicago
84-3876052,CELORIS TECH LLC,1,1,HOFFMAN ESTATES
84-3811689,Ascend Technologies LLC,1,1,Chicago
84-3741625,Domain Experts Group LLC,1,1,Wheeling
84-3728054,Baker McKenzie Advisory Services P.C.,1,1,Chicago
84-3693693,Cast AI Group Inc.,1,1,Hickory Hills
84-3667981,Tech Abstractor LLC,1,1,Chicago
84-3572063,"Seyfried Vicario, P.C.",1,1,Chicago
84-3327115,"xMentium, Inc.",1,1,Evanston
84-3188007,"Revel IT, Inc.",1,1,Chicago
84-3090463,Wang Law LLC,1,1,Chicago
84-3009924,Cardio Diagnostics Inc.,1,1,Chicago
84-2994451,Cuesta Partners LLC,1,1,Chicago
84-2953741,Big Taurus Logistics Inc,1,1,Franklin Park
84-2727369,DEVOIR SOFTWARE SOLUTIONS LLC,1,1,CHICAGO
84-2700843,PACIFIC SURFACES LLC DBA SURFACES BY PACIFIC,1,1,ELK GROVE VILLAGE
84-2661731,"Benefit Trucking, LLC",1,1,Chicago Ridge
84-2600764,QuaXigma,1,1,Schaumburg
84-2413472,"Yum Connect, LLC",1,1,Rolling Meadows
84-2393515,"Cohere Health, Inc.",1,1,Schaumburg
84-2209337,Acceleron Corp,1,1,Chicago
84-2113306,BorgWarner Transmission Products LLC,1,1,Bellwood
84-1924639,"Above Lending, Inc.",1,1,Chicago
84-1842209,"Virtual Emotion Resource Network, LLC - Tucknologies Holdings, Inc.",1,1,Chicago
84-1808991,LUXCREO INC,1,1,Chicago
84-0911610,Translogic Corporation,1,1,Schaumburg
84-0904275,"Hanger, Inc.",1,1,Chicago
84-0846841,"ADVANCED ENERGY INDUSTRIES, INC.",1,1,Elmwood Park
84-0830599,Munters Corporation,1,1,Chicago
83-4643722,"Virtualan Software, LLC",1,1,Lisle
83-4630792,Marrina Decisions LLC,1,1,Chicago
83-4381477,Shortform Inc.,1,1,Chicago
83-4359821,"iLife Technologies, Inc.",1,1,Chicago
83-4340413,"Mergers & Acquisitions Roundtable, LLC",1,1,Chicago
83-4230229,Granthium Corporation,1,1,Schaumburg
83-3727943,TECHNOLOGY SQUARE INC.,1,1,CHICAGO
83-3609704,"Double Good Management, Inc.",1,1,Chicago
83-3598389,Vitosha Inc,1,1,Chicago
83-3584305,Rx Transport LLC,1,1,Homer Glen
83-3405343,"Element Energy, Inc.",1,1,Chicago
83-3388563,"Constructive Dialogue Institute, Inc.",1,1,Chicago
83-3379603,Inbound Partners-LLC,1,1,Chicago
83-3292288,SOFTTUNE TECHNOLOGIES INC,1,1,ELK GROVE VILLAGE
83-3265156,"Flexible Finance, Inc.",1,1,Glenview
83-3083923,"Brightgrove, Inc.",1,1,Northbrook
83-3074607,Hooli Homes Illinois Inc.,1,1,Chicago
83-2961593,"ZEETO TECHNOLOGIES, INC.",1,1,Schaumburg
83-2868267,"Livly, Inc.",1,1,Chicago
83-2854274,JASON SAGER & ASSOCIATES INC.,1,1,Mt Prospect
83-2752991,"Fedele and Associates, Inc.",1,1,Homewood
83-2712767,V3Tech Solutions Inc,1,1,Chicago
83-2687382,Duraco Specialty Tapes LLC,1,1,Forest Park
83-2281671,"Yourco, Inc.",1,1,Chicago
83-2213627,Grow Softwares LLC,1,1,Chicago
83-2174849,Radiance Engineering LLC,1,1,Des Plaines
83-2100644,MAKE TECHNOLOGY LLC,1,1,SCHAUMBURG
83-2067569,TechVirtue LLC,1,1,Chicago
83-1997365,MBN Trucking LLC,1,0,Chicago
83-1989092,"TECHPRO SOLUTIONS, INC.",1,1,CHICAGO
83-1870421,"Vitesco Technologies USA, LLC",1,1,Chicago
83-1867004,Peach Finance Inc.,1,1,Chicago
83-1865584,CONTRIVA INC,1,1,Chicago
83-1864271,UNITEDTEKGROUP INC.,1,1,Wheeling
83-1774027,"Rigelsky, Inc.",1,1,Schaumburg
83-1629418,Teleflex LLC,1,1,Chicago
83-1519339,"Twin Health, Inc.",1,1,Chicago
83-1510950,"GROUP 1001 RESOURCES, LLC",1,1,Park Ridge
83-1399348,Credera Enterprises Company LLC,1,1,Chicago
83-1385293,"Techno9 Solutions, Inc.",1,1,Northfield
83-1371664,"Archer Dentistry, LLC",1,1,Chicago
83-1358650,"HPE Consulting, Inc.",1,1,Chicago
83-1336466,"Fortitude Group Services, Inc",1,1,Chicago
83-1253030,"Logiwa Technology, Inc.",1,1,Chicago
83-1243225,Netresolute Inc.,1,1,Chicago
83-1207531,ETECH GLOBAL IT SOLUTIONS LLC,1,1,Skokie
83-1168438,"ALPHOSOFT, INC.",1,1,NORTHBROOK
83-0990832,"Gauntlet Networks, Inc.",1,1,Chicago
83-0844301,Boombox Beverage LLC,1,1,Skokie
83-0795636,"Vouch, Inc.",1,1,Chicago
83-0792990,VNVK LLC,1,1,Chicago
83-0774925,1Rivet International Inc.,1,1,Schaumburg
83-0675925,"INTELLECTT, INC.",1,1,DES PLAINES
83-0663273,Premier Early Childhood Education Partners LLC,1,1,Chicago
83-0632724,"GRID DYNAMICS HOLDINGS, INC.",1,1,Schaumburg
83-0598544,"CCSI-Case Coordination, LLC",1,1,Chicago
83-0557612,ITIS Pro Group LLC,1,1,Chicago
83-0479224,Pollux Consultancy Services LLC,1,1,Palatine
83-0417135,Medtelligent Inc.,1,1,Chicago
83-0377017,"Framestore, Inc.",1,1,Chicago
83-0367281,Hadi School NFP,1,1,Schaumburg
82-5511549,"Warp Drive, Inc.",1,1,Northbrook
82-5452438,Aviskaran LLC,1,1,Chicago
82-5393001,Vitharka Inc,1,1,SCHAUMBURG
82-5300625,"CIL Management Consultants, Inc",1,1,Chicago
82-5287745,"ManifestHQ, Inc.",1,1,Chicago
82-4950578,Mizuho Americas Services LLC,1,1,Chicago
82-4907749,Ehomie Chicago Inc.,1,1,Chicago
82-4875983,"Abnormal AI, Inc.",1,1,Evanston
82-4828973,"MTX Group, Inc.",1,1,Wheeling
82-4606641,Savvas Learning Company LLC,1,1,Northbrook
82-4533734,WEST COAST CARGO INC,1,1,Elk Grove Village
82-4417163,Sunlight Technologies Inc,1,1,Schaumburg
82-4413710,"LEARNBEYOND CONSULTING, LLC.",1,1,CHICAGO
82-4396992,"Quick Silver Systems, Inc.",1,1,Des Plaines
82-4253275,Ocient Inc,1,1,Chicago
82-4114714,"NOCD, Inc.",1,1,Chicago
82-4061819,"The Quaker Project, LLC",1,1,Glenview
82-3627192,"Spice House, LLC",1,1,Elk Grove Village
82-3597535,"PREMIUM PEOPLE GROUP, LLC.",1,1,CHICAGO
82-3428840,Prism Enterprise Solutions Inc,1,1,Palatine
82-3428757,V2 Innovations Inc,1,1,Chicago
82-3384877,"SIMBA Chain, Inc.",1,1,Chicago
82-3078785,Arch & Lake LLP,1,1,Chicago
82-2977052,"Cerberus US Servicing, LLC",1,1,Chicago
82-2810953,Atlas Technical Consultants LLC,1,1,Chicago
82-2755477,Origin Specialty Underwriters,1,1,Chicago
82-2713799,Jupiter Power LLC,1,1,Chicago
82-2647364,PROSQUIRE LLC.,1,1,CHICAGO
82-2552783,Behavioral Health Practice Services LLC,1,1,Arlington Heights
82-2545850,"The Lamar Johnson Collaborative, Inc.",1,1,Chicago
82-2532209,Tessil Logistics Inc.,1,1,Elk Grove Village
82-2245503,PIONEER CONSULTING LLC,1,1,Chicago
82-2221414,"Wieland Thermal Solutions, Inc.",1,1,Wheeling
82-2212499,Depth Counseling Services PC,1,1,Chicago
82-1926278,"Maidstone Consulting Group, LLC",1,1,Evanston
82-1906319,Civic Architectural Group Inc.,1,1,Orland Park
82-1818793,Star Technology Solutions Inc,1,1,Schaumburg
82-1781660,Cloud Data Systems Inc,1,1,Chicago
82-1762951,ARDOR IT SOLUTIONS INC,1,1,WHEELING
82-1734926,Fibre-Tec Acquisitions LLC,1,1,Chicago
82-1649043,"VDRIVE IT SOLUTIONS, INC.",1,1,Chicago
82-1557759,"Aimpoint Digital, LP",1,1,Evanston
82-1554085,Great Heights OTP,1,1,Calumet City
82-1536757,PNSMGN Incorporated,1,1,Bensenville
82-1165484,"Ubiety Technologies, Inc.",1,1,Chicgao
82-1123778,Getech Law LLC,1,1,Chicago
82-0921680,North Gravity LLC,1,1,Chicago
82-0872578,Chicago Psych Therapy Group Inc,1,1,Evanston
82-0780268,Peacock Colors Company,1,1,Addison
82-0756527,Coalition Inc.,1,1,Chicago
82-0747281,Molina Technologies LLC.,1,1,Chicago
82-0687139,"Hazel Technologies, Inc.",1,1,Chicago
82-0554874,COMPUTER ARITHMETIC LLC,1,1,GLENVIEW
81-5470017,Caliber IT Solutions Inc,1,1,Westchester
81-5467325,Metrix IT Solutions INC,1,1,Chicago
81-5390626,"NexGen Financial, Inc",1,1,Chicago
81-5304075,ASHATEK LLC,1,1,CHICAGO
81-5071696,"Compli Group, Inc.",1,1,Chicago
81-5056476,MENZO TECHNOLOGIES CORP.,1,1,WILMETTE
81-5050528,"Intelligent Flying Machines, Inc.",1,1,Chicago
81-4958197,"Speechify, Inc.",1,1,Chicago
81-4957485,Zensoft IT Solutions Inc,1,1,Chicago
81-4901924,"Peralte-Clark, LLC",1,1,Arlington Heights
81-4745187,AGILEITSERVICE LLC.,1,1,CHICAGO
81-4717257,American Software Professionals Group LLC,1,1,Schaumburg
81-4555217,Azul 3D Inc,1,1,Skokie
81-4462567,Global Executive Council Services,1,1,Chicago
81-4387992,PharmaCord LLC,1,1,Chicago
81-4384098,"Prospect Equities Real Estate, LLC",1,1,Chicago
81-4378065,RCP Advisors 3 LLC,1,1,Chicago
81-4159504,Mapletree US Management LLC,1,1,Chicago
81-4150067,AARNA PRIYA INC,1,1,Chicago
81-3981742,Crimson Education USA Inc.,1,1,Evanston
81-3975920,Cryptograph Technologies USA Inc,1,1,Arlington Heights
81-3884753,MY24X7SUPPORT INC.,1,1,Chicago
81-3604920,Magnolia Capital Management Company Inc.,1,1,Chicago
81-3550893,Urban Grid Solar Projects LLC,1,1,Chicago
81-3407371,"Nuveen Services, LLC",1,1,Chicago
81-3368607,HUMZAVIS DENTAL PC,1,1,SKOKIE
81-3264926,"Enklu, Inc.",1,1,Chicago
81-3003449,TE'AMO LLC,1,1,Chicago
81-2828433,"Turf Design, Inc.",1,1,Chicago
81-2803002,"SunCloud Health, S.C.",1,1,Northbrook
81-2654196,"Nova Credit, Inc.",1,1,Chicago
81-2541898,UP2DATE TECHNOLOGY SOLUTIONS LLC,1,1,CHICAGO
81-2536018,"Sphera Solutions, Inc.",1,1,Chicago
81-2391387,Tek Spikes LLC,1,1,CHICAGO
81-2341157,AYITC LLC,1,1,Chicago
81-2273516,"TECHSMART GLOBAL, INC.",1,1,CHICAGO
81-2182708,Ahava Services LLC,1,1,Chicago
81-2174542,"ASTIR TECHNOLOGIES, LLC",1,1,Chicago
81-2168731,"IAOS SOLUTIONS, INC",1,1,Arlington Heights
81-2162327,"Envestnet Financial Technologies, Inc.",1,1,Berwyn
81-1879144,"Empower Finance, Inc.",1,1,Chicago
81-1792406,Nantez Inc,1,1,Schaumburg
81-1743138,"Hearst Autos, Inc.",1,1,Chicago
81-1264381,Blue Crab Strategies LLC,1,1,Chicago
81-1255038,Cyclopure Inc.,1,1,Evanston
81-1231141,CTG I LLC,1,1,Chicago
81-1185203,"Jarecki Law Group, LLC",1,1,Chicago
81-1000974,One Step Professional Services LLC,1,1,Chicago
81-0847869,"LFP Management, LLC",1,1,Chicago
81-0803156,Mastek Inc.,1,1,Chicago
81-0757682,"Tek Ninjas Solutions,LLC.",1,1,WHEELING
81-0596866,"Dyson, Inc.",1,1,Chicago
81-0422894,"Light & Wonder, Inc.",1,1,Chicago
80-0964284,"SERVICELINK SERVICES, LLC",1,1,CHICAGO
80-0906550,"GX2 Systems, LLC",1,1,Chicago
80-0900177,"Professional Diversity Network, Inc.",1,1,Chicago
80-0845705,Liv Companies LLC,1,1,Burr Ridge
80-0712492,"Pindrop Security, Inc.",1,1,Chicago
80-0668317,BroadMinds Inc,1,1,Glenview
80-0555431,"SPOTIFY USA, INC.",1,1,Chicago
80-0496603,"Lawson Products, Inc.",1,1,Chicago
80-0485576,"AIG PC Global Services, Inc.",1,1,Chicago
80-0395967,"BDT Capital Partners, LLC",1,1,Chicago
80-0298139,WP Company LLC,1,1,Chicago
77-0701013,"PatientPoint Network Solutions, LLC",1,1,Chicago
77-0666871,ICE FUTURES US INC,1,1,Chicago
77-0566254,"Integration Appliances, Inc.",1,1,Chicago
77-0533993,URPAN TECHNOLOGIES INC,1,1,Chicago
77-0526515,"Sage Intacct, Inc.",1,1,Streamwood
77-0487526,"Equinix, Inc.",1,1,Chicago
77-0467272,"Netflix, Inc.",1,1,Chicago
77-0439730,"Ariba, Inc.",1,1,Chicago
77-0248793,"Lingraphicare America, Inc.",1,1,Glendale Heights
76-0505374,Infodat International Inc.,1,1,Palatine
76-0305675,"RiceTec, Inc.",1,1,Chicago
76-0291977,"World Fuel Services, Inc.",1,1,Chicago
76-0204563,Honeywell Analytics Inc.,1,1,Rosemont
75-3265376,"Avvale, Inc.",1,1,Chicago
75-3145620,Isolve Technology Inc,1,1,Schaumburg
75-3112388,"Tan Extreme, Inc.",1,1,Lincolnwood
75-3098915,U.S. Green Building Council - Illinois Chapter,1,1,Chicago
75-3091630,"Demiurge Studios, Inc.",1,1,Chicago
75-3019302,Janus Henderson Investors US LLC,1,1,Chicago
75-2728894,Siemens Industry Software Inc.,1,1,Chicago
75-1079692,"Corgan Associates, Inc.",1,1,Chicago
74-6000203,The University of Texas at Austin,1,1,Chicago
74-3243943,"Motherson Technology Services USA, Ltd.",1,1,Schaumburg
74-3243189,"Sia Partners US, Inc.",1,1,Chicago
74-3237078,AVENTURE SYSTEMS LLC,1,1,Chicago
74-3078809,Noga Foods Inc.,1,1,Schiller Park
74-3066911,"Archer Grey, LLC",1,1,Schaumburg
74-3064240,Redfin Corporation,1,1,Chicago
74-2820977,Prologis Management LLC,1,1,Chicago
74-2747608,LUMINEX CORPORATION,1,1,Northbrook
74-2337775,"Visionworks of America, Inc.",1,1,Evergreen Park
74-1554339,"Walter P. Moore & Associates, Inc.",1,1,Chicago
74-1201087,NORTON ROSE FULBRIGHT US LLP,1,1,CHICAGO
73-1733867,"Prosper Marketplace, Inc.",1,1,Chicago
73-1726638,Astellas US LLC,1,1,Northbrook
73-1685839,Pride Technologies LLC,1,1,Chicago
72-0502505,Ochsner Clinic Foundation,1,1,Oak Park
71-0918189,"LHC Group, Inc.",1,1,Chicago
71-0884875,Zillion Technologies Inc.,1,1,Chicago
68-0682665,Reply Inc,1,1,Chicago
68-0551851,PALANTIR TECHNOLOGIES INC.,1,1,Chicago
68-0372650,"Radiant Logic, Inc.",1,1,Chicago
68-0300457,Macias Gini & O'Connell LLP,1,1,Chicago
68-0298229,R SYSTEMS INC.,1,1,HOFFMAN ESTATES
68-0098368,SoFi Bank N.A.,1,1,Wheeling
63-0517713,"North Alabama Fabricating Company, Inc.",1,1,Chicago
62-1255088,"U.S. Xpress, Inc.",1,1,Chicago
62-0794126,Gresham Smith,1,1,Chicago
61-6025780,ROBERT BOSCH TOOL CORPORATION,1,1,Mount Prospect
61-2177139,SKE TECHNOLOGY USA INC,1,1,Des Plaines
61-1939675,Mesons Technologies LLC,1,1,Chicago
61-1922173,MIZ Tech Solutions LLC,1,1,Glenview
61-1794096,Phoenix Innovations LLC,1,1,Chicago
61-1684001,Tek Excel Inc.,1,1,Rolling Meadows
61-1480447,AT Mechanical,1,1,Melrose Park
61-0647538,Humana Inc.,1,1,Wheeling
59-3455070,"Strategic Staffing Solutions, L.C.",1,1,Palatine
59-3435175,"Informa Support Services, Inc.",1,1,Rosemont
59-3042535,"Disparti Law Group, P.A.",1,1,Chicago
59-2389435,"Chico's FAS, Inc.",1,1,Chicago
59-2355134,"Geosyntec Consultants, Inc.",1,1,Chicago
59-2170012,ADVENTIST HEALTH SYSTEM SUNBELT HEALTHCARE CORP.,1,1,La Grange
59-0739250,"Ryder System, Inc.",1,1,Chicago
58-2666402,"Intralot, Inc.",1,1,Bolingbrook
58-2405152,"MERIDIAN SOFTWARE SOLUTIONS, INC.",1,1,CHICAGO
58-2364509,RREEF Management LLC,1,1,Chicago
58-2283470,"Six Continents Hotels, Inc. (InterContinental Hotels Group)",1,1,Chicago
58-2227989,Global Payment Holding Company,1,1,Chicago
58-2198841,"Unifi Aviation, LLC",1,1,Chicago
58-2073834,"Entrivis Technologies, Inc.",1,1,Chicago
58-1307629,"Rodl Management, Inc.",1,1,Chicago
57-1215250,Skyway Concession Company LLC,1,1,Chicago
57-0511073,"PAI Holdings, LLC",1,1,Schaumburg
56-2584790,"BAUMANN CONSULTING, INC.",1,1,Chicago
56-2479324,"Charles River Laboratories Ashland, LLC",1,1,Skokie
56-2423536,IDEX Service Corporation,1,1,Chicago
56-2372046,Versa Shore Inc,1,1,Chicago
56-2220906,Stantec Architecture Inc.,1,1,Chicago
56-2076959,"XTGLOBAL, INC.",1,1,SCHAUMBURG
56-2059380,"Cotiviti, Inc.",1,1,Chicago
56-2001572,Syngenta Crop Protection LLC,1,1,Chicago
56-1323952,IQVIA RDS Inc.,1,1,Des Plaines
56-1275336,"INMAR CLEARING, INC.",1,1,CHICAGO
56-0886217,Baker Interiors Furniture Company,1,1,Chicago
55-0708567,WEST VIRGINIA STATE UNIVERSITY RESEARCH AND DEVELOPMENT CORPORATION,1,1,CHICAGO
54-2053754,"iTech US, Inc.",1,1,Chicago
54-2036215,New America Alliance Inc,1,1,Cicero
54-1961901,"Indus Group, Inc.",1,1,Chicago
54-1956084,Appian Corporation,1,1,Schaumburg
54-1500263,"ICF Resources, LLC",1,1,Chicago
54-1204111,"Pharmaceutical Research Associates, Inc.",1,1,Wilmette
54-0856778,CGI Technologies and Solutions Inc.,1,1,Chicago
53-0242652,The Nature Conservancy,1,1,Chicago
53-0181291,WILLIS TOWERS WATSON US LLC,1,1,Chicago
53-0088710,"Financial Industry Regulatory Authority, Inc.",1,1,Chicago
52-2449153,Lenovo (United States) Inc,1,1,Chicago
52-2277992,"DPP TECH, INC.",1,1,CHICAGO
52-2215302,"AMA Consulting Engineers, P.C.",1,1,Hannover Park
52-2195628,"NAGARRO, INC",1,1,CHICAGO
52-2146853,"STRUCTURE DESIGNS, INC.",1,1,CHICAGO
52-2084569,"Builders FirstSource, Inc.",1,1,Skokie
52-2055918,"Marriott International, Inc.",1,1,Chicago
52-1711839,"Councilor, Buchanan & Mitchell, P.C.",1,1,Northbrook
52-0998217,"LHC Group, Inc.",1,1,Chicago
52-0910053,National Railroad Passenger Corporation,1,1,Chicago
51-0668549,EFE INTERNATIONAL INC,1,1,Chicago
51-0531541,Maganti IT Resources LLC,1,1,Schaumburg
51-0406223,"Infinite Computer Solutions, Inc.",1,1,Chicago
51-0270175,"Bunzl Distribution USA, Inc.",1,1,Morton Grove
51-0217097,Saint Anthony Hospital,1,1,Chicago
48-1142936,Brightspeed Management LLC,1,1,Chicago
48-0770612,"BARTLETT & WEST, INC.",1,1,CHICAGO
47-5669075,"MI Softech, Inc",1,1,Chicago
47-5551810,Mehr Dental Arts and Orthodontics,1,1,Chicago
47-5379579,"CF Industries Employee Services, LLC",1,1,Northbrook
47-5316364,Dermacare LLC,1,1,Chicago
47-5212844,"Plume Design, Inc.",1,1,Chicago
47-5189493,Career Soft Solutions Inc,1,1,Chicago
47-5184678,Tapwage Inc.,1,1,Chicago
47-5090430,DarkOwl LLC,1,1,Chicago
47-5047462,"LEAP ORBIT, LLC",1,1,CHICAGO
47-4924110,Better Earth LLC,1,0,Chicago
47-4679610,Convr Inc.,1,1,Schaumburg
47-4658171,TRANSPARENT MEDIA PARTNERS LLC,1,1,Chicago
47-4591785,Redbud Technologies Inc,1,1,Schaumburg
47-4553345,Zero Hash Holdings Ltd.,1,1,Chicago
47-4386637,Indus Consulting Inc,1,1,Chicago
47-4380761,PDF ENGINEERING LLC,1,1,CHICAGO
47-4325807,VERTICAL RELEVANCE INC,1,1,CHICAGO
47-4311632,Dremio Corporation,1,1,Chicago
47-4251233,"Crafty, LLC",1,1,Chicago
47-4193854,HS TECHNOLOGIES LLC,1,1,Chicago
47-3987257,"Bonterra, LLC",1,1,Chicago
47-3934443,UNICON SCIENCES INC,1,1,Des Plaines
47-3828446,"Orion Engineers, PLLC",1,1,Chicago
47-3657527,Brightworks Sustainability LLC,1,1,Chicago
47-3556480,"RIVIAN AUTOMOTIVE, LLC",1,1,Springfield
47-3164506,Julia Skuibida Agency Inc,1,0,Chicago
47-3065152,Corevance Inc,1,1,Chicago
47-2847925,"Invixon Technologies, Inc.",1,1,Schaumburg
47-2830841,Checkbook Inc.,1,1,Chicago
47-2676367,USA Freight Inc.,1,1,Des Plaines
47-2614791,"William Blair Investment Management, LLC",1,1,Chicago
47-2605092,Simcab Technologies Inc,1,1,Niles
47-2431093,CUBE HUB INC,1,1,CHICAGO
47-2362151,Dynatrace LLC,1,1,Chicago
47-2339289,"RATIO States, LLC",1,1,Chicago
47-2292085,INTELI PLATFORMS INC.,1,1,CHICAGO
47-2163805,"DeWolfe Aesthetic Services, SC",1,1,Chicago
47-2123369,Texas Physicians Primary Care PLLC,1,1,Chicago
47-2045019,"TRUSORT FASTENER SERVICES, LLC",1,1,Posen
47-2036136,Q9 Software LLC,1,1,Palatine
47-1879240,Crown Point Truck & Trailer Repair Center,1,1,Morton Grove
47-1817915,Pareto Intelligence LLC,1,1,Chicago
47-1729855,Dataquad Inc.,1,1,CHICAGO
47-1713090,"Braviant, LLC",1,1,Chicago
47-1692812,Cedar Electronics Holding Corp,1,1,Rolling Meadows
